PackageName,KnownBadVersion,ThreatDescription,Source
color-convert,3.1.1,MaliciousKnown,user_uploaded_file
color-name,2.0.1,MaliciousKnown,user_uploaded_file
is-arrayish,0.3.3,MaliciousKnown,user_uploaded_file
slice-ansi,7.1.1,MaliciousKnown,user_uploaded_file
color,5.0.1,MaliciousKnown,user_uploaded_file
color-string,2.1.1,MaliciousKnown,user_uploaded_file
simple-swizzle,0.2.3,MaliciousKnown,user_uploaded_file
supports-hyperlinks,4.1.1,MaliciousKnown,user_uploaded_file
has-ansi,6.0.1,MaliciousKnown,user_uploaded_file
chalk-template,1.1.1,MaliciousKnown,user_uploaded_file
backslash,0.2.1,MaliciousKnown,user_uploaded_file
ua-parser-js,0.7.29,MaliciousKnown,user_uploaded_file
ua-parser-js,0.8.0,MaliciousKnown,user_uploaded_file
ua-parser-js,1.0.0,MaliciousKnown,user_uploaded_file
event-stream,3.3.6,MaliciousKnown,user_uploaded_file
flatmap-stream,0.1.1,MaliciousKnown,user_uploaded_file
node-ipc,10.1.1,MaliciousKnown,user_uploaded_file
node-ipc,10.1.2,MaliciousKnown,user_uploaded_file
peacenotwar,*,MaliciousKnown,user_uploaded_file
ethers-provider2,*,MaliciousKnown,user_uploaded_file
ethers-providerz,*,MaliciousKnown,user_uploaded_file
web-browserify,*,MaliciousKnown,user_uploaded_file
fallguys,*,MaliciousKnown,user_uploaded_file
crossenv,*,MaliciousKnown,user_uploaded_file
@ctrl/tinycolor,*,MaliciousKnown,user_uploaded_file
